,filename,system,watershed,date,class,name,x,y,width,height,pic_id,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes,area,aspect_ratio
10,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,leaf_fall,rect,2428.0,1581.0,109.0,42.0,120445.JPG,177162,"{""attribute"":{}}",21,10,"{""name"":""rect"",""x"":2428,""y"":1581,""width"":109,""height"":42}","{""attribute"":{""leaf_fall"":true}}",4578.0,0.3853211009174312
11,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,leaf_green,rect,2291.0,1412.0,63.0,28.0,120445.JPG,177162,"{""attribute"":{}}",21,11,"{""name"":""rect"",""x"":2291,""y"":1412,""width"":63,""height"":28}","{""attribute"":{""leaf_green"":true}}",1764.0,0.4444444444444444
12,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,leaf_green,rect,2150.0,1363.0,53.0,46.0,120445.JPG,177162,"{""attribute"":{}}",21,12,"{""name"":""rect"",""x"":2150,""y"":1363,""width"":53,""height"":46}","{""attribute"":{""leaf_green"":true}}",2438.0,0.8679245283018868
13,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,open_water_green,rect,1852.0,1602.0,225.0,60.0,120445.JPG,177162,"{""attribute"":{}}",21,13,"{""name"":""rect"",""x"":1852,""y"":1602,""width"":225,""height"":60}","{""attribute"":{""open_water_green"":true}}",13500.0,0.26666666666666666
14,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,open_water_green,rect,2027.0,1398.0,119.0,53.0,120445.JPG,177162,"{""attribute"":{}}",21,14,"{""name"":""rect"",""x"":2027,""y"":1398,""width"":119,""height"":53}","{""attribute"":{""open_water_green"":true}}",6307.0,0.44537815126050423
15,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,open_water,rect,2045.0,1490.0,102.0,95.0,120445.JPG,177162,"{""attribute"":{}}",21,15,"{""name"":""rect"",""x"":2045,""y"":1490,""width"":102,""height"":95}","{""attribute"":{""open_water"":true}}",9690.0,0.9313725490196079
16,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,open_water,rect,1476.0,1462.0,316.0,91.0,120445.JPG,177162,"{""attribute"":{}}",21,16,"{""name"":""rect"",""x"":1476,""y"":1462,""width"":316,""height"":91}","{""attribute"":{""open_water"":true}}",28756.0,0.2879746835443038
17,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,open_water,rect,2354.0,1455.0,316.0,119.0,120445.JPG,177162,"{""attribute"":{}}",21,17,"{""name"":""rect"",""x"":2354,""y"":1455,""width"":316,""height"":119}","{""attribute"":{""open_water"":true}}",37604.0,0.37658227848101267
18,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,open_water,rect,2094.0,1585.0,309.0,39.0,120445.JPG,177162,"{""attribute"":{}}",21,18,"{""name"":""rect"",""x"":2094,""y"":1585,""width"":309,""height"":39}","{""attribute"":{""open_water"":true}}",12051.0,0.1262135922330097
19,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,open_water,rect,1918.0,1412.0,95.0,98.0,120445.JPG,177162,"{""attribute"":{}}",21,19,"{""name"":""rect"",""x"":1918,""y"":1412,""width"":95,""height"":98}","{""attribute"":{""open_water"":true}}",9310.0,1.0315789473684212
20,invert_Hbwtr_w1_20180818_120445.JPG,Hbwtr,w1,08/18/2018,open_water,rect,1627.0,1630.0,207.0,46.0,120445.JPG,177162,"{""attribute"":{}}",21,20,"{""name"":""rect"",""x"":1627,""y"":1630,""width"":207,""height"":46}","{""attribute"":{""open_water"":true}}",9522.0,0.2222222222222222
21,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,leaf_green,rect,2242.0,1497.0,102.0,49.0,120444.JPG,182985,"{""attribute"":{}}",18,0,"{""name"":""rect"",""x"":2242,""y"":1497,""width"":102,""height"":49}","{""attribute"":{""leaf_green"":true}}",4998.0,0.4803921568627451
22,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,leaf_green,rect,1430.0,1613.0,60.0,32.0,120444.JPG,182985,"{""attribute"":{}}",18,1,"{""name"":""rect"",""x"":1430,""y"":1613,""width"":60,""height"":32}","{""attribute"":{""leaf_green"":true}}",1920.0,0.5333333333333333
23,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,leaf_green,rect,1402.0,1690.0,49.0,35.0,120444.JPG,182985,"{""attribute"":{}}",18,2,"{""name"":""rect"",""x"":1402,""y"":1690,""width"":49,""height"":35}","{""attribute"":{""leaf_green"":true}}",1715.0,0.7142857142857143
24,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,leaf_green,rect,1451.0,1676.0,88.0,35.0,120444.JPG,182985,"{""attribute"":{}}",18,3,"{""name"":""rect"",""x"":1451,""y"":1676,""width"":88,""height"":35}","{""attribute"":{""leaf_green"":true}}",3080.0,0.3977272727272727
25,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,leaf_sub,rect,2161.0,1465.0,63.0,53.0,120444.JPG,182985,"{""attribute"":{}}",18,4,"{""name"":""rect"",""x"":2161,""y"":1465,""width"":63,""height"":53}","{""attribute"":{""leaf_sub"":true}}",3339.0,0.8412698412698413
26,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,other,rect,1802.0,1469.0,98.0,81.0,120444.JPG,182985,"{""attribute"":{}}",18,5,"{""name"":""rect"",""x"":1802,""y"":1469,""width"":98,""height"":81}","{""attribute"":{""other"":true}}",7938.0,0.826530612244898
27,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,leaf_green,rect,1841.0,1602.0,49.0,49.0,120444.JPG,182985,"{""attribute"":{}}",18,6,"{""name"":""rect"",""x"":1841,""y"":1602,""width"":49,""height"":49}","{""attribute"":{""leaf_green"":true}}",2401.0,1.0
28,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,leaf_green,rect,1911.0,1588.0,56.0,56.0,120444.JPG,182985,"{""attribute"":{}}",18,7,"{""name"":""rect"",""x"":1911,""y"":1588,""width"":56,""height"":56}","{""attribute"":{""leaf_green"":true}}",3136.0,1.0
29,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,leaf_green,rect,1444.0,1476.0,88.0,42.0,120444.JPG,182985,"{""attribute"":{}}",18,8,"{""name"":""rect"",""x"":1444,""y"":1476,""width"":88,""height"":42}","{""attribute"":{""leaf_green"":true}}",3696.0,0.4772727272727273
30,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,not_submerged ,rect,1395.0,1462.0,56.0,105.0,120444.JPG,182985,"{""attribute"":{}}",18,9,"{""name"":""rect"",""x"":1395,""y"":1462,""width"":56,""height"":105}","{""attribute"":{""not_submerged "":true}}",5880.0,1.875
31,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,not_submerged ,rect,1528.0,1613.0,81.0,81.0,120444.JPG,182985,"{""attribute"":{}}",18,10,"{""name"":""rect"",""x"":1528,""y"":1613,""width"":81,""height"":81}","{""attribute"":{""not_submerged "":true}}",6561.0,1.0
32,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,not_submerged ,rect,1462.0,1539.0,63.0,77.0,120444.JPG,182985,"{""attribute"":{}}",18,11,"{""name"":""rect"",""x"":1462,""y"":1539,""width"":63,""height"":77}","{""attribute"":{""not_submerged "":true}}",4851.0,1.2222222222222223
33,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,open_water,rect,1542.0,1451.0,239.0,109.0,120444.JPG,182985,"{""attribute"":{}}",18,12,"{""name"":""rect"",""x"":1542,""y"":1451,""width"":239,""height"":109}","{""attribute"":{""open_water"":true}}",26051.0,0.4560669456066946
34,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,open_water,rect,1616.0,1574.0,211.0,109.0,120444.JPG,182985,"{""attribute"":{}}",18,13,"{""name"":""rect"",""x"":1616,""y"":1574,""width"":211,""height"":109}","{""attribute"":{""open_water"":true}}",22999.0,0.5165876777251185
35,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,open_water,rect,1897.0,1412.0,249.0,148.0,120444.JPG,182985,"{""attribute"":{}}",18,14,"{""name"":""rect"",""x"":1897,""y"":1412,""width"":249,""height"":148}","{""attribute"":{""open_water"":true}}",36852.0,0.5943775100401606
36,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,open_water,rect,1992.0,1567.0,292.0,77.0,120444.JPG,182985,"{""attribute"":{}}",18,15,"{""name"":""rect"",""x"":1992,""y"":1567,""width"":292,""height"":77}","{""attribute"":{""open_water"":true}}",22484.0,0.2636986301369863
37,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,open_water,rect,2347.0,1451.0,313.0,151.0,120444.JPG,182985,"{""attribute"":{}}",18,16,"{""name"":""rect"",""x"":2347,""y"":1451,""width"":313,""height"":151}","{""attribute"":{""open_water"":true}}",47263.0,0.48242811501597443
38,invert_Hbwtr_w1_20180819_120444.JPG,Hbwtr,w1,08/19/2018,open_water,rect,2154.0,1391.0,193.0,56.0,120444.JPG,182985,"{""attribute"":{}}",18,17,"{""name"":""rect"",""x"":2154,""y"":1391,""width"":193,""height"":56}","{""attribute"":{""open_water"":true}}",10808.0,0.29015544041450775
39,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,leaf_green,rect,1381.0,1644.0,91.0,39.0,120443.JPG,178775,"{""attribute"":{}}",18,0,"{""name"":""rect"",""x"":1381,""y"":1644,""width"":91,""height"":39}","{""attribute"":{""leaf_green"":true}}",3549.0,0.42857142857142855
40,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,leaf_fall,rect,1381.0,1690.0,109.0,25.0,120443.JPG,178775,"{""attribute"":{}}",18,1,"{""name"":""rect"",""x"":1381,""y"":1690,""width"":109,""height"":25}","{""attribute"":{""leaf_fall"":true}}",2725.0,0.22935779816513763
41,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,leaf_green,rect,2238.0,1476.0,91.0,56.0,120443.JPG,178775,"{""attribute"":{}}",18,2,"{""name"":""rect"",""x"":2238,""y"":1476,""width"":91,""height"":56}","{""attribute"":{""leaf_green"":true}}",5096.0,0.6153846153846154
42,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,leaf_sub,rect,2150.0,1458.0,63.0,60.0,120443.JPG,178775,"{""attribute"":{}}",18,3,"{""name"":""rect"",""x"":2150,""y"":1458,""width"":63,""height"":60}","{""attribute"":{""leaf_sub"":true}}",3780.0,0.9523809523809523
43,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,leaf_green,rect,1820.0,1574.0,63.0,81.0,120443.JPG,178775,"{""attribute"":{}}",18,4,"{""name"":""rect"",""x"":1820,""y"":1574,""width"":63,""height"":81}","{""attribute"":{""leaf_green"":true}}",5103.0,1.2857142857142858
44,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,open_water_green,rect,1999.0,1405.0,109.0,56.0,120443.JPG,178775,"{""attribute"":{}}",18,5,"{""name"":""rect"",""x"":1999,""y"":1405,""width"":109,""height"":56}","{""attribute"":{""open_water_green"":true}}",6104.0,0.5137614678899083
45,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,not_submerged ,rect,1391.0,1472.0,56.0,95.0,120443.JPG,178775,"{""attribute"":{}}",18,6,"{""name"":""rect"",""x"":1391,""y"":1472,""width"":56,""height"":95}","{""attribute"":{""not_submerged "":true}}",5320.0,1.6964285714285714
46,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,not_submerged ,rect,1462.0,1563.0,81.0,81.0,120443.JPG,178775,"{""attribute"":{}}",18,7,"{""name"":""rect"",""x"":1462,""y"":1563,""width"":81,""height"":81}","{""attribute"":{""not_submerged "":true}}",6561.0,1.0
47,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,not_submerged ,rect,1546.0,1627.0,63.0,63.0,120443.JPG,178775,"{""attribute"":{}}",18,8,"{""name"":""rect"",""x"":1546,""y"":1627,""width"":63,""height"":63}","{""attribute"":{""not_submerged "":true}}",3969.0,1.0
48,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,leaf_green,rect,1883.0,1518.0,74.0,32.0,120443.JPG,178775,"{""attribute"":{}}",18,9,"{""name"":""rect"",""x"":1883,""y"":1518,""width"":74,""height"":32}","{""attribute"":{""leaf_green"":true}}",2368.0,0.43243243243243246
49,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,open_water,rect,1465.0,1465.0,397.0,84.0,120443.JPG,178775,"{""attribute"":{}}",18,10,"{""name"":""rect"",""x"":1465,""y"":1465,""width"":397,""height"":84}","{""attribute"":{""open_water"":true}}",33348.0,0.21158690176322417
50,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,open_water,rect,1567.0,1563.0,232.0,60.0,120443.JPG,178775,"{""attribute"":{}}",18,11,"{""name"":""rect"",""x"":1567,""y"":1563,""width"":232,""height"":60}","{""attribute"":{""open_water"":true}}",13920.0,0.25862068965517243
51,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,open_water,rect,1620.0,1634.0,176.0,49.0,120443.JPG,178775,"{""attribute"":{}}",18,12,"{""name"":""rect"",""x"":1620,""y"":1634,""width"":176,""height"":49}","{""attribute"":{""open_water"":true}}",8624.0,0.2784090909090909
52,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,open_water,rect,1904.0,1571.0,566.0,53.0,120443.JPG,178775,"{""attribute"":{}}",18,13,"{""name"":""rect"",""x"":1904,""y"":1571,""width"":566,""height"":53}","{""attribute"":{""open_water"":true}}",29998.0,0.09363957597173145
53,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,open_water,rect,2343.0,1426.0,179.0,109.0,120443.JPG,178775,"{""attribute"":{}}",18,14,"{""name"":""rect"",""x"":2343,""y"":1426,""width"":179,""height"":109}","{""attribute"":{""open_water"":true}}",19511.0,0.6089385474860335
54,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,open_water,rect,1876.0,1402.0,105.0,91.0,120443.JPG,178775,"{""attribute"":{}}",18,15,"{""name"":""rect"",""x"":1876,""y"":1402,""width"":105,""height"":91}","{""attribute"":{""open_water"":true}}",9555.0,0.8666666666666667
55,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,open_water,rect,2502.0,1546.0,271.0,49.0,120443.JPG,178775,"{""attribute"":{}}",18,16,"{""name"":""rect"",""x"":2502,""y"":1546,""width"":271,""height"":49}","{""attribute"":{""open_water"":true}}",13279.0,0.18081180811808117
56,invert_Hbwtr_w1_20180820_120443.JPG,Hbwtr,w1,08/20/2018,open_water,rect,1982.0,1476.0,165.0,81.0,120443.JPG,178775,"{""attribute"":{}}",18,17,"{""name"":""rect"",""x"":1982,""y"":1476,""width"":165,""height"":81}","{""attribute"":{""open_water"":true}}",13365.0,0.4909090909090909
57,invert_Hbwtr_w1_20180820_221914.JPG,Hbwtr,w1,08/20/2018,,,,,,,221914.JPG,150457,"{""attribute"":{}}",0,0,{},{},,
58,invert_Hbwtr_w1_20180821_120442.JPG,Hbwtr,w1,08/21/2018,leaf_green,rect,1925.0,1433.0,105.0,88.0,120442.JPG,175110,"{""attribute"":{}}",18,0,"{""name"":""rect"",""x"":1925,""y"":1433,""width"":105,""height"":88}","{""attribute"":{""leaf_green"":true}}",9240.0,0.8380952380952381
59,invert_Hbwtr_w1_20180821_120442.JPG,Hbwtr,w1,08/21/2018,leaf_green,rect,2210.0,1458.0,91.0,74.0,120442.JPG,175110,"{""attribute"":{}}",18,1,"{""name"":""rect"",""x"":2210,""y"":1458,""width"":91,""height"":74}","{""attribute"":{""leaf_green"":true}}",6734.0,0.8131868131868132
60,invert_Hbwtr_w1_20180821_120442.JPG,Hbwtr,w1,08/21/2018,leaf_fall,rect,2386.0,1528.0,77.0,53.0,120442.JPG,175110,"{""attribute"":{}}",18,2,"{""name"":""rect"",""x"":2386,""y"":1528,""width"":77,""height"":53}","{""attribute"":{""leaf_fall"":true}}",4081.0,0.6883116883116883
61,invert_Hbwtr_w1_20180821_120442.JPG,Hbwtr,w1,08/21/2018,leaf_fall,rect,2115.0,1455.0,88.0,56.0,120442.JPG,175110,"{""attribute"":{}}",18,3,"{""name"":""rect"",""x"":2115,""y"":1455,""width"":88,""height"":56}","{""attribute"":{""leaf_fall"":true}}",4928.0,0.6363636363636364
62,invert_Hbwtr_w1_20180821_120442.JPG,Hbwtr,w1,08/21/2018,leaf_green,rect,1535.0,1549.0,109.0,35.0,120442.JPG,175110,"{""attribute"":{}}",18,4,"{""name"":""rect"",""x"":1535,""y"":1549,""width"":109,""height"":35}","{""attribute"":{""leaf_green"":true}}",3815.0,0.3211009174311927
63,invert_Hbwtr_w1_20180821_120442.JPG,Hbwtr,w1,08/21/2018,leaf_green,rect,1374.0,1641.0,70.0,32.0,120442.JPG,175110,"{""attribute"":{}}",18,5,"{""name"":""rect"",""x"":1374,""y"":1641,""width"":70,""height"":32}","{""attribute"":{""leaf_green"":true}}",2240.0,0.45714285714285713
64,invert_Hbwtr_w1_20180821_120442.JPG,Hbwtr,w1,08/21/2018,leaf_fall,rect,1374.0,1672.0,109.0,39.0,120442.JPG,175110,"{""attribute"":{}}",18,6,"{""name"":""rect"",""x"":1374,""y"":1672,""width"":109,""height"":39}","{""attribute"":{""leaf_fall"":true}}",4251.0,0.3577981651376147
65,invert_Hbwtr_w1_20180821_120442.JPG,Hbwtr,w1,08/21/2018,other,rect,1771.0,1448.0,109.0,91.0,120442.JPG,175110,"{""attribute"":{}}",18,7,"{""name"":""rect"",""x"":1771,""y"":1448,""width"":109,""height"":91}","{""attribute"":{""other"":true}}",9919.0,0.8348623853211009
66,invert_Hbwtr_w1_20180821_120442.JPG,Hbwtr,w1,08/21/2018,other,rect,2340.0,1419.0,88.0,42.0,120442.JPG,175110,"{""attribute"":{}}",18,8,"{""name"":""rect"",""x"":2340,""y"":1419,""width"":88,""height"":42}","{""attribute"":{""other"":true}}",3696.0,0.4772727272727273
67,invert_Hbwtr_w1_20180821_120442.JPG,Hbwtr,w1,08/21/2018,leaf_green,rect,1395.0,1465.0,53.0,28.0,120442.JPG,175110,"{""attribute"":{}}",18,9,"{""name"":""rect"",""x"":1395,""y"":1465,""width"":53,""height"":28}","{""attribute"":{""leaf_green"":true}}",1484.0,0.5283018867924528
68,invert_Hbwtr_w1_20180821_120442.JPG,Hbwtr,w1,08/21/2018,not_submerged ,rect,1388.0,1500.0,81.0,95.0,120442.JPG,175110,"{""attribute"":{}}",18,10,"{""name"":""rect"",""x"":1388,""y"":1500,""width"":81,""height"":95}","{""attribute"":{""not_submerged "":true}}",7695.0,1.1728395061728396
69,invert_Hbwtr_w1_20180821_120442.JPG,Hbwtr,w1,08/21/2018,not_submerged ,rect,1476.0,1599.0,126.0,112.0,120442.JPG,175110,"{""attribute"":{}}",18,11,"{""name"":""rect"",""x"":1476,""y"":1599,""width"":126,""height"":112}","{""attribute"":{""not_submerged "":true}}",14112.0,0.8888888888888888
70,invert_Hbwtr_w1_20180821_120442.JPG,Hbwtr,w1,08/21/2018,open_water,rect,2477.0,1483.0,309.0,109.0,120442.JPG,175110,"{""attribute"":{}}",18,12,"{""name"":""rect"",""x"":2477,""y"":1483,""width"":309,""height"":109}","{""attribute"":{""open_water"":true}}",33681.0,0.35275080906148865
71,invert_Hbwtr_w1_20180821_120442.JPG,Hbwtr,w1,08/21/2018,open_water,rect,1479.0,1462.0,271.0,70.0,120442.JPG,175110,"{""attribute"":{}}",18,13,"{""name"":""rect"",""x"":1479,""y"":1462,""width"":271,""height"":70}","{""attribute"":{""open_water"":true}}",18970.0,0.25830258302583026
72,invert_Hbwtr_w1_20180821_120442.JPG,Hbwtr,w1,08/21/2018,open_water,rect,1665.0,1549.0,253.0,123.0,120442.JPG,175110,"{""attribute"":{}}",18,14,"{""name"":""rect"",""x"":1665,""y"":1549,""width"":253,""height"":123}","{""attribute"":{""open_water"":true}}",31119.0,0.48616600790513836
73,invert_Hbwtr_w1_20180821_120442.JPG,Hbwtr,w1,08/21/2018,open_water,rect,1936.0,1546.0,436.0,84.0,120442.JPG,175110,"{""attribute"":{}}",18,15,"{""name"":""rect"",""x"":1936,""y"":1546,""width"":436,""height"":84}","{""attribute"":{""open_water"":true}}",36624.0,0.1926605504587156
74,invert_Hbwtr_w1_20180821_120442.JPG,Hbwtr,w1,08/21/2018,open_water,rect,2045.0,1395.0,60.0,130.0,120442.JPG,175110,"{""attribute"":{}}",18,16,"{""name"":""rect"",""x"":2045,""y"":1395,""width"":60,""height"":130}","{""attribute"":{""open_water"":true}}",7800.0,2.1666666666666665
75,invert_Hbwtr_w1_20180821_120442.JPG,Hbwtr,w1,08/21/2018,open_water,rect,2108.0,1388.0,165.0,39.0,120442.JPG,175110,"{""attribute"":{}}",18,17,"{""name"":""rect"",""x"":2108,""y"":1388,""width"":165,""height"":39}","{""attribute"":{""open_water"":true}}",6435.0,0.23636363636363636
76,invert_Hbwtr_w1_20180822_115941.JPG,Hbwtr,w1,08/22/2018,leaf_green,rect,1395.0,1686.0,77.0,46.0,115941.JPG,154566,"{""attribute"":{}}",9,0,"{""name"":""rect"",""x"":1395,""y"":1686,""width"":77,""height"":46}","{""attribute"":{""leaf_green"":true}}",3542.0,0.5974025974025974
77,invert_Hbwtr_w1_20180822_115941.JPG,Hbwtr,w1,08/22/2018,other,rect,1739.0,1448.0,126.0,88.0,115941.JPG,154566,"{""attribute"":{}}",9,1,"{""name"":""rect"",""x"":1739,""y"":1448,""width"":126,""height"":88}","{""attribute"":{""other"":true}}",11088.0,0.6984126984126984
78,invert_Hbwtr_w1_20180822_115941.JPG,Hbwtr,w1,08/22/2018,other,rect,1388.0,1497.0,95.0,123.0,115941.JPG,154566,"{""attribute"":{}}",9,2,"{""name"":""rect"",""x"":1388,""y"":1497,""width"":95,""height"":123}","{""attribute"":{""other"":true}}",11685.0,1.2947368421052632
79,invert_Hbwtr_w1_20180822_115941.JPG,Hbwtr,w1,08/22/2018,other,rect,1490.0,1623.0,105.0,77.0,115941.JPG,154566,"{""attribute"":{}}",9,3,"{""name"":""rect"",""x"":1490,""y"":1623,""width"":105,""height"":77}","{""attribute"":{""other"":true}}",8085.0,0.7333333333333333
80,invert_Hbwtr_w1_20180822_115941.JPG,Hbwtr,w1,08/22/2018,other,rect,2533.0,1525.0,155.0,74.0,115941.JPG,154566,"{""attribute"":{}}",9,4,"{""name"":""rect"",""x"":2533,""y"":1525,""width"":155,""height"":74}","{""attribute"":{""other"":true}}",11470.0,0.4774193548387097
81,invert_Hbwtr_w1_20180822_115941.JPG,Hbwtr,w1,08/22/2018,open_water_green,rect,1873.0,1433.0,643.0,186.0,115941.JPG,154566,"{""attribute"":{}}",9,5,"{""name"":""rect"",""x"":1873,""y"":1433,""width"":643,""height"":186}","{""attribute"":{""open_water_green"":true}}",119598.0,0.2892690513219285
82,invert_Hbwtr_w1_20180822_115941.JPG,Hbwtr,w1,08/22/2018,open_water_green,rect,1486.0,1476.0,242.0,155.0,115941.JPG,154566,"{""attribute"":{}}",9,6,"{""name"":""rect"",""x"":1486,""y"":1476,""width"":242,""height"":155}","{""attribute"":{""open_water_green"":true}}",37510.0,0.640495867768595
83,invert_Hbwtr_w1_20180822_115941.JPG,Hbwtr,w1,08/22/2018,open_water_green,rect,1746.0,1563.0,119.0,119.0,115941.JPG,154566,"{""attribute"":{}}",9,7,"{""name"":""rect"",""x"":1746,""y"":1563,""width"":119,""height"":119}","{""attribute"":{""open_water_green"":true}}",14161.0,1.0
